lsoa_code,borough,major_category,minor_category,value,year,month
E01003522,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,5
E01001438,Enfield,Violence Against the Person,Harassment,2,2009,9
E01001479,Enfield,Other Notifiable Offences,Going Equipped,0,2012,4
E01002224,Harrow,Violence Against the Person,Common Assault,1,2009,1
E01004546,Wandsworth,Other Notifiable Offences,Other Notifiable,0,2012,6
E01000468,Bexley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,5
E01003960,Southwark,Criminal Damage,Criminal Damage To Dwelling,0,2014,9
E01003198,Lewisham,Drugs,Possession Of Drugs,0,2008,12
E01000815,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,6
E01003060,Lambeth,Violence Against the Person,Common Assault,2,2008,9
E01000649,Bromley,Violence Against the Person,Common Assault,1,2012,2
E01001300,Ealing,Burglary,Burglary in a Dwelling,1,2013,5
E01003578,Newham,Violence Against the Person,Other violence,0,2016,1
E01001331,Ealing,Theft and Handling,Other Theft Person,0,2010,9
E01000072,Barking and Dagenham,Theft and Handling,Theft From Motor Vehicle,0,2016,6
E01002248,Havering,Criminal Damage,Criminal Damage To Other Building,0,2016,9
E01002755,Islington,Theft and Handling,Other Theft,0,2013,12
E01003998,Southwark,Violence Against the Person,Wounding/GBH,0,2009,1
E01004166,Sutton,Theft and Handling,Other Theft Person,0,2015,6
E01032768,Tower Hamlets,Drugs,Possession Of Drugs,0,2013,12
E01000261,Barnet,Violence Against the Person,Other violence,0,2009,2
E01002616,Hounslow,Violence Against the Person,Other violence,0,2010,6
E01001247,Ealing,Violence Against the Person,Offensive Weapon,0,2012,12
E01000358,Bexley,Theft and Handling,Theft From Motor Vehicle,1,2011,1
E01003450,Merton,Theft and Handling,Other Theft Person,0,2016,11
E01000381,Bexley,Violence Against the Person,Harassment,1,2015,6
E01001740,Hackney,Robbery,Personal Property,0,2015,9
E01000029,Barking and Dagenham,Robbery,Personal Property,0,2011,8
E01003963,Southwark,Drugs,Other Drugs,0,2015,1
E01000111,Barking and Dagenham,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,6
E01001121,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,8
E01002332,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,9
E01001683,Greenwich,Criminal Damage,Other Criminal Damage,0,2012,9
E01002159,Harrow,Burglary,Burglary in Other Buildings,0,2015,11
E01003442,Merton,Violence Against the Person,Assault with Injury,0,2013,4
E01002138,Harrow,Violence Against the Person,Wounding/GBH,0,2013,9
E01004049,Southwark,Criminal Damage,Criminal Damage To Dwelling,1,2013,2
E01001304,Ealing,Drugs,Drug Trafficking,0,2010,1
E01001820,Hackney,Theft and Handling,Other Theft,0,2011,12
E01003472,Merton,Criminal Damage,Other Criminal Damage,0,2012,7
E01004284,Tower Hamlets,Violence Against the Person,Murder,0,2010,3
E01002658,Hounslow,Theft and Handling,Theft From Shops,0,2014,11
E01000741,Bromley,Violence Against the Person,Wounding/GBH,0,2012,3
E01002261,Havering,Theft and Handling,Other Theft,1,2012,11
E01004485,Wandsworth,Violence Against the Person,Other violence,0,2012,12
E01003924,Southwark,Theft and Handling,Other Theft Person,0,2009,8
E01002198,Harrow,Fraud or Forgery,Other Fraud & Forgery,0,2009,3
E01001144,Croydon,Theft and Handling,Handling Stolen Goods,0,2008,9
E01002989,Kingston upon Thames,Other Notifiable Offences,Other Notifiable,0,2012,5
E01003808,Richmond upon Thames,Violence Against the Person,Assault with Injury,0,2014,9
E01001297,Ealing,Burglary,Burglary in a Dwelling,2,2012,6
E01001922,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2012,2
E01002760,Islington,Theft and Handling,Handling Stolen Goods,0,2016,10
E01003997,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,1
E01002444,Hillingdon,Theft and Handling,Other Theft,72,2011,9
E01002915,Kingston upon Thames,Burglary,Burglary in a Dwelling,0,2016,4
E01003587,Newham,Violence Against the Person,Wounding/GBH,0,2012,6
E01003233,Lewisham,Drugs,Possession Of Drugs,1,2013,9
E01002843,Kensington and Chelsea,Violence Against the Person,Offensive Weapon,1,2009,11
E01003916,Southwark,Burglary,Burglary in Other Buildings,3,2011,11
E01004093,Sutton,Burglary,Burglary in a Dwelling,1,2011,2
E01000896,Camden,Burglary,Burglary in a Dwelling,2,2009,12
E01002168,Harrow,Drugs,Drug Trafficking,0,2015,7
E01002253,Havering,Violence Against the Person,Offensive Weapon,0,2008,4
E01033602,Westminster,Theft and Handling,Theft From Shops,0,2008,5
E01001415,Enfield,Burglary,Burglary in Other Buildings,1,2013,8
E01003114,Lambeth,Drugs,Drug Trafficking,0,2011,7
E01002884,Kensington and Chelsea,Violence Against the Person,Assault with Injury,0,2015,7
E01000186,Barnet,Robbery,Business Property,0,2013,1
E01002312,Havering,Theft and Handling,Theft From Shops,0,2012,9
E01001585,Greenwich,Other Notifiable Offences,Other Notifiable,1,2014,10
E01003711,Redbridge,Criminal Damage,Criminal Damage To Other Building,0,2012,11
E01000426,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2016,10
E01002165,Harrow,Theft and Handling,Other Theft Person,0,2010,6
E01000555,Brent,Violence Against the Person,Wounding/GBH,0,2008,1
E01003595,Newham,Criminal Damage,Other Criminal Damage,0,2009,10
E01004552,Wandsworth,Sexual Offences,Other Sexual,0,2010,11
E01000383,Bexley,Theft and Handling,Theft From Shops,0,2014,8
E01000523,Brent,Criminal Damage,Criminal Damage To Other Building,1,2013,3
E01004241,Tower Hamlets,Drugs,Possession Of Drugs,2,2011,12
E01001262,Ealing,Criminal Damage,Criminal Damage To Other Building,0,2011,9
E01001279,Ealing,Criminal Damage,Other Criminal Damage,0,2013,4
E01003113,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2014,4
E01004428,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2011,11
E01002738,Islington,Criminal Damage,Criminal Damage To Other Building,0,2008,10
E01033583,Newham,Criminal Damage,Criminal Damage To Dwelling,0,2013,12
E01004201,Tower Hamlets,Burglary,Burglary in Other Buildings,0,2014,11
E01003513,Newham,Burglary,Burglary in Other Buildings,0,2008,4
E01000830,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,2
E01003974,Southwark,Sexual Offences,Other Sexual,0,2016,4
E01001752,Hackney,Violence Against the Person,Assault with Injury,2,2016,2
E01002729,Islington,Theft and Handling,Theft From Motor Vehicle,2,2010,4
E01004332,Waltham Forest,Violence Against the Person,Other violence,0,2008,12
E01004332,Waltham Forest,Burglary,Burglary in Other Buildings,0,2015,11
E01001621,Greenwich,Criminal Damage,Criminal Damage To Dwelling,0,2009,11
E01001652,Greenwich,Burglary,Burglary in a Dwelling,1,2013,12
E01000623,Brent,Burglary,Burglary in a Dwelling,1,2014,6
E01002119,Harrow,Violence Against the Person,Offensive Weapon,0,2016,9
E01003231,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,11
E01002201,Harrow,Criminal Damage,Criminal Damage To Dwelling,0,2016,3
E01001543,Enfield,Criminal Damage,Other Criminal Damage,0,2014,8
E01001479,Enfield,Robbery,Personal Property,1,2015,3
E01004660,Westminster,Theft and Handling,Theft From Motor Vehicle,2,2011,2
E01004252,Tower Hamlets,Other Notifiable Offences,Going Equipped,0,2013,2
E01002628,Hounslow,Theft and Handling,Handling Stolen Goods,0,2008,4
E01004133,Sutton,Drugs,Possession Of Drugs,0,2008,8
E01002088,Haringey,Burglary,Burglary in Other Buildings,1,2016,7
E01003754,Redbridge,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,4
E01004254,Tower Hamlets,Criminal Damage,Other Criminal Damage,0,2011,8
E01002633,Hounslow,Drugs,Drug Trafficking,0,2011,12
E01003695,Redbridge,Theft and Handling,Other Theft,0,2008,8
E01000366,Bexley,Other Notifiable Offences,Going Equipped,0,2016,4
E01000578,Brent,Theft and Handling,Theft From Motor Vehicle,1,2016,8
E01003622,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,5
E01001374,Ealing,Theft and Handling,Handling Stolen Goods,0,2008,1
E01000928,Camden,Theft and Handling,Other Theft Person,0,2014,1
E01000853,Camden,Other Notifiable Offences,Going Equipped,0,2009,7
E01000041,Barking and Dagenham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,8
E01003919,Southwark,Other Notifiable Offences,Other Notifiable,0,2013,1
E01001144,Croydon,Theft and Handling,Motor Vehicle Interference & Tampering,0,2008,12
E01001275,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2016,9
E01000962,Camden,Violence Against the Person,Wounding/GBH,0,2009,6
E01003955,Southwark,Theft and Handling,Theft From Motor Vehicle,2,2016,8
E01003556,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,2
E01000526,Brent,Theft and Handling,Other Theft Person,0,2015,5
E01002476,Hillingdon,Criminal Damage,Other Criminal Damage,0,2012,9
E01004547,Wandsworth,Criminal Damage,Other Criminal Damage,0,2016,6
E01001940,Hammersmith and Fulham,Robbery,Business Property,0,2011,10
E01003674,Redbridge,Violence Against the Person,Harassment,3,2015,12
E01004410,Waltham Forest,Violence Against the Person,Assault with Injury,0,2011,12
E01001528,Enfield,Robbery,Business Property,0,2015,1
E01001547,Enfield,Burglary,Burglary in a Dwelling,2,2016,4
E01002535,Hillingdon,Violence Against the Person,Assault with Injury,1,2015,5
E01003865,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2010,11
E01000741,Bromley,Violence Against the Person,Assault with Injury,1,2016,10
E01003423,Merton,Criminal Damage,Criminal Damage To Other Building,0,2015,9
E01002076,Haringey,Theft and Handling,Other Theft Person,0,2015,4
E01004188,Sutton,Criminal Damage,Criminal Damage To Other Building,0,2012,10
E01002022,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,5
E01004351,Waltham Forest,Other Notifiable Offences,Other Notifiable,1,2015,1
E01001115,Croydon,Criminal Damage,Criminal Damage To Other Building,3,2016,11
E01003919,Southwark,Theft and Handling,Other Theft,2,2014,8
E01004753,Westminster,Robbery,Personal Property,0,2010,4
E01001411,Enfield,Criminal Damage,Criminal Damage To Dwelling,1,2015,8
E01004273,Tower Hamlets,Violence Against the Person,Offensive Weapon,0,2011,11
E01003535,Newham,Violence Against the Person,Wounding/GBH,0,2013,6
E01003284,Lewisham,Violence Against the Person,Assault with Injury,1,2015,3
E01001474,Enfield,Other Notifiable Offences,Other Notifiable,0,2009,2
E01004752,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,1,2012,3
E01002113,Harrow,Other Notifiable Offences,Other Notifiable,0,2008,11
E01000465,Bexley,Violence Against the Person,Wounding/GBH,0,2013,2
E01001869,Hammersmith and Fulham,Violence Against the Person,Other violence,0,2008,5
E01000487,Brent,Theft and Handling,Other Theft,0,2014,9
E01004031,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,1,2012,6
E01003162,Lambeth,Theft and Handling,Theft From Motor Vehicle,1,2013,1
E01002661,Hounslow,Burglary,Burglary in Other Buildings,0,2014,4
E01000048,Barking and Dagenham,Violence Against the Person,Offensive Weapon,0,2015,5
E01004499,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,5
E01002230,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,2
E01003681,Redbridge,Robbery,Business Property,0,2015,9
E01002343,Havering,Fraud or Forgery,Other Fraud & Forgery,0,2009,1
E01001130,Croydon,Violence Against the Person,Offensive Weapon,0,2013,9
E01004601,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2012,3
E01003067,Lambeth,Robbery,Business Property,0,2009,8
E01004714,Westminster,Robbery,Business Property,0,2011,1
E01004645,Wandsworth,Robbery,Personal Property,0,2008,6
E01003303,Lewisham,Fraud or Forgery,Other Fraud & Forgery,0,2008,11
E01001506,Enfield,Violence Against the Person,Common Assault,0,2013,3
E01003240,Lewisham,Robbery,Business Property,0,2014,5
E01000650,Bromley,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,6
E01002783,Islington,Theft and Handling,Other Theft,2,2009,2
E01002039,Haringey,Criminal Damage,Criminal Damage To Motor Vehicle,0,2013,8
E01003825,Richmond upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2010,5
E01001402,Enfield,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,10
E01000370,Bexley,Theft and Handling,Theft From Shops,0,2015,2
E01002323,Havering,Theft and Handling,Theft From Motor Vehicle,1,2010,10
E01002787,Islington,Criminal Damage,Other Criminal Damage,0,2016,10
E01003067,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,4
E01001349,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2008,8
E01000290,Barnet,Burglary,Burglary in a Dwelling,1,2008,5
E01003413,Merton,Burglary,Burglary in Other Buildings,0,2015,9
E01002313,Havering,Violence Against the Person,Harassment,1,2015,3
E01000838,Bromley,Theft and Handling,Theft From Shops,0,2014,4
E01001371,Ealing,Drugs,Possession Of Drugs,2,2011,12
E01001527,Enfield,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,4
E01000876,Camden,Burglary,Burglary in Other Buildings,1,2009,3
E01001242,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2008,7
E01002322,Havering,Other Notifiable Offences,Going Equipped,0,2012,7
E01003565,Newham,Drugs,Possession Of Drugs,2,2013,1
E01033132,Wandsworth,Violence Against the Person,Harassment,0,2008,7
E01004686,Westminster,Burglary,Burglary in a Dwelling,1,2008,12
E01001117,Croydon,Burglary,Burglary in Other Buildings,1,2011,12
E01004701,Westminster,Criminal Damage,Other Criminal Damage,0,2011,1
E01004178,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,10
E01000332,Bexley,Burglary,Burglary in Other Buildings,0,2013,5
E01001420,Enfield,Violence Against the Person,Common Assault,0,2008,2
E01001320,Ealing,Violence Against the Person,Offensive Weapon,0,2009,2
E01001638,Greenwich,Burglary,Burglary in Other Buildings,0,2016,8
E01004161,Sutton,Criminal Damage,Other Criminal Damage,0,2012,2
E01000287,Barnet,Burglary,Burglary in a Dwelling,0,2014,12
E01003225,Lewisham,Burglary,Burglary in Other Buildings,1,2013,4
E01002347,Havering,Theft and Handling,Other Theft,0,2012,3
E01003914,Southwark,Robbery,Business Property,0,2012,12
E01001436,Enfield,Theft and Handling,Other Theft Person,0,2011,5
E01001098,Croydon,Criminal Damage,Criminal Damage To Dwelling,0,2010,7
E01001560,Enfield,Theft and Handling,Other Theft Person,0,2009,4
E01002621,Hounslow,Criminal Damage,Criminal Damage To Dwelling,1,2009,7
E01000081,Barking and Dagenham,Burglary,Burglary in Other Buildings,0,2015,9
E01001919,Hammersmith and Fulham,Robbery,Personal Property,0,2010,9
E01001477,Enfield,Theft and Handling,Theft From Motor Vehicle,0,2011,6
E01001755,Hackney,Criminal Damage,Other Criminal Damage,0,2011,2
E01001619,Greenwich,Other Notifiable Offences,Going Equipped,0,2015,10
E01002664,Hounslow,Theft and Handling,Theft From Motor Vehicle,0,2016,1
E01001821,Hackney,Drugs,Other Drugs,0,2010,8
E01002074,Haringey,Theft and Handling,Other Theft,0,2009,10
E01004401,Waltham Forest,Drugs,Possession Of Drugs,0,2009,10
E01001541,Enfield,Violence Against the Person,Common Assault,0,2011,4
E01001526,Enfield,Drugs,Possession Of Drugs,0,2016,12
E01000488,Brent,Violence Against the Person,Common Assault,0,2015,10
E01004627,Wandsworth,Criminal Damage,Criminal Damage To Other Building,0,2009,2
E01001244,Ealing,Violence Against the Person,Other violence,1,2016,3
E01000510,Brent,Theft and Handling,Other Theft,2,2015,2
E01000745,Bromley,Fraud or Forgery,Other Fraud & Forgery,0,2012,4
E01004336,Waltham Forest,Theft and Handling,Theft From Shops,0,2013,2
E01004437,Waltham Forest,Criminal Damage,Criminal Damage To Other Building,0,2013,1
E01004641,Wandsworth,Violence Against the Person,Other violence,0,2012,5
E01000441,Bexley,Burglary,Burglary in a Dwelling,0,2008,9
E01001995,Haringey,Violence Against the Person,Harassment,3,2016,10
E01001488,Enfield,Violence Against the Person,Common Assault,2,2010,10
E01003495,Newham,Drugs,Drug Trafficking,0,2010,5
E01004002,Southwark,Theft and Handling,Theft From Shops,0,2011,1
E01003071,Lambeth,Theft and Handling,Handling Stolen Goods,0,2014,1
E01000873,Camden,Other Notifiable Offences,Other Notifiable,0,2015,3
E01002178,Harrow,Criminal Damage,Other Criminal Damage,0,2009,1
E01004164,Sutton,Fraud or Forgery,Counted per Victim,0,2008,1
E01004174,Sutton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,8
E01001375,Ealing,Theft and Handling,Theft From Motor Vehicle,0,2015,2
E01001886,Hammersmith and Fulham,Drugs,Drug Trafficking,0,2014,4
E01003704,Redbridge,Criminal Damage,Other Criminal Damage,0,2015,10
E01001114,Croydon,Drugs,Drug Trafficking,0,2010,10
E01004217,Tower Hamlets,Theft and Handling,Other Theft,1,2011,4
E01001058,Croydon,Drugs,Drug Trafficking,0,2011,5
E01003584,Newham,Theft and Handling,Theft From Motor Vehicle,2,2008,3
E01002143,Harrow,Violence Against the Person,Assault with Injury,0,2014,3
E01003145,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2014,1
E01002371,Havering,Theft and Handling,Theft From Shops,0,2008,12
E01003245,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2010,11
E01003326,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,10
